EGID;EDID;EGAID;DEINR;ESID;STRNAME;STRNAMK;STRINDX;STRSP;STROFFIZIEL;DPLZ4;DPLZZ;DPLZNAME;DKODE;DKODN;DOFFADR;DEXPDAT
310202;0;100174987;2;10012709;Mattweg;Mattweg;Mat;9901;1;6340;0;Baar;2682420.867;1227381.039;1;17.02.2024
310203;0;101658807;3;10012709;Mattweg;Mattweg;Mat;9901;1;6340;0;Baar;;;0;17.02.2024
310204;0;100174988;4;10012709;Mattweg;Mattweg;Mat;9901;1;6340;0;Baar;2682383.274;1227365.257;1;17.02.2024
310205;0;100174989;5;10012709;Mattweg;Mattweg;Mat;9901;1;6340;0;Baar;2682388.295;1227341.407;1;17.02.2024
310206;0;102226283;22;10012701;Inwilerstrasse;Inwilerstr.;Inw;9901;1;6340;0;Baar;2682481.658;1227328.014;1;17.02.2024
310207;0;101983742;22a;10012701;Inwilerstrasse;Inwilerstr.;Inw;9901;1;6340;0;Baar;2682453.252;1227323.355;1;17.02.2024
310208;0;100174990;22b;10012701;Inwilerstrasse;Inwilerstr.;Inw;9901;1;6340;0;Baar;2682378.656;1227267.051;1;17.02.2024
310209;0;100174991;30;10012701;Inwilerstrasse;Inwilerstr.;Inw;9901;1;6340;0;Baar;2682530.682;1227214.319;1;17.02.2024
310210;0;100174992;10;10173533;Sternmattstrasse;Sternmattstr.;Ste;9901;1;6340;0;Baar;2682296.26;1227383.415;1;17.02.2024
310211;0;101939275;29b;10011278;Dorfstrasse;Dorfstr.;Dor;9901;1;6340;0;Baar;2682256.322;1227496.16;1;17.02.2024
310212;0;101979417;29;10011278;Dorfstrasse;Dorfstr.;Dor;9901;1;6340;0;Baar;2682243.451;1227537.011;1;17.02.2024
310213;0;100174993;19a;10011278;Dorfstrasse;Dorfstr.;Dor;9901;1;6340;0;Baar;2682313.808;1227568.852;1;17.02.2024
310213;1;100174994;19b;10011278;Dorfstrasse;Dorfstr.;Dor;9901;1;6340;0;Baar;2682308.364;1227562.238;1;17.02.2024
310214;0;100174995;13;10011278;Dorfstrasse;Dorfstr.;Dor;9901;1;6340;0;Baar;2682344.077;1227581.117;1;17.02.2024
310215;0;100174996;25;10011278;Dorfstrasse;Dorfstr.;Dor;9901;1;6340;0;Baar;2682309.781;1227532.83;0;17.02.2024
310215;1;102843237;23;10011278;Dorfstrasse;Dorfstr.;Dor;9901;1;6340;0;Baar;;;0;17.02.2024
310216;0;100174997;23;10011278;Dorfstrasse;Dorfstr.;Dor;9901;1;6340;0;Baar;2682300.597;1227550.637;1;17.02.2024
310216;1;102843240;25;10011278;Dorfstrasse;Dorfstr.;Dor;9901;1;6340;0;Baar;2682309.781;1227532.83;1;17.02.2024
310217;0;101940306;27;10011278;Dorfstrasse;Dorfstr.;Dor;9901;1;6340;0;Baar;2682259.677;1227540.823;1;17.02.2024
310218;0;100174998;11a;10011278;Dorfstrasse;Dorfstr.;Dor;9901;1;6340;0;Baar;;;0;17.02.2024
310219;0;100174999;9a;10011278;Dorfstrasse;Dorfstr.;Dor;9901;1;6340;0;Baar;2682367.186;1227577.929;1;17.02.2024
310220;0;101939283;9;10011278;Dorfstrasse;Dorfstr.;Dor;9901;1;6340;0;Baar;2682362.991;1227599.835;1;17.02.2024
310221;0;101981302;17;10011278;Dorfstrasse;Dorfstr.;Dor;9901;1;6340;0;Baar;2682322.252;1227577.96;1;17.02.2024
310222;0;101939036;31;10011278;Dorfstrasse;Dorfstr.;Dor;9901;1;6340;0;Baar;2682223.77;1227525.774;1;17.02.2024
310223;0;100176201;35;10011278;Dorfstrasse;Dorfstr.;Dor;9901;1;6340;0;Baar;2682204.289;1227507.105;1;17.02.2024
310224;0;100176202;31a;10011278;Dorfstrasse;Dorfstr.;Dor;9901;1;6340;0;Baar;2682242.334;1227488.071;1;17.02.2024
310225;0;100176203;3;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682185.745;1227462.215;1;17.02.2024
310226;0;101981301;7;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682185.14;1227411.342;1;17.02.2024
310227;0;102101046;1;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682202.278;1227477.358;1;17.02.2024
310228;0;100176204;33;10011278;Dorfstrasse;Dorfstr.;Dor;9901;1;6340;0;Baar;2682212.18;1227520.041;1;17.02.2024
310229;0;100176205;33a;10011278;Dorfstrasse;Dorfstr.;Dor;9901;1;6340;0;Baar;2682229.465;1227481.663;1;17.02.2024
310230;0;101977038;4;10094792;Sternenweg;Sternenweg;Ste;9901;1;6340;0;Baar;2682208.82;1227339.172;1;17.02.2024
310231;0;100176206;6;10094792;Sternenweg;Sternenweg;Ste;9901;1;6340;0;Baar;2682223.201;1227304.077;1;17.02.2024
310232;0;100176209;11;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682173.184;1227362.333;1;17.02.2024
310232;2;102843181;11a;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682193.681;1227361.159;1;17.02.2024
310233;0;100176210;11a;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682193.681;1227361.159;0;17.02.2024
310234;0;100176211;13;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;;;0;17.02.2024
310235;0;100176212;13a;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;;;0;17.02.2024
310236;0;100176213;5;10012719;Rosentalweg;Rosentalweg;Ros;9901;1;6340;0;Baar;2682211.137;1227263.249;1;17.02.2024
310237;0;100176214;7;10012719;Rosentalweg;Rosentalweg;Ros;9901;1;6340;0;Baar;2682222.73;1227242.9;1;17.02.2024
310238;0;101980674;15;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682167.71;1227308.672;1;17.02.2024
310239;0;100176215;17;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682162.73;1227284.265;1;17.02.2024
310240;0;101981483;17a;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682181.705;1227280.283;1;17.02.2024
310241;0;100176216;19;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682157.169;1227257.01;1;17.02.2024
310242;0;100176217;19a;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682176.14;1227253.128;1;17.02.2024
310243;0;100176218;7;10094792;Sternenweg;Sternenweg;Ste;9901;1;6340;0;Baar;2682282.422;1227306.346;1;17.02.2024
310244;0;100176219;8;10094792;Sternenweg;Sternenweg;Ste;9901;1;6340;0;Baar;2682248.239;1227276.563;1;17.02.2024
310245;0;100176220;9;10094792;Sternenweg;Sternenweg;Ste;9901;1;6340;0;Baar;2682271.538;1227288.006;1;17.02.2024
310246;0;101981300;1;10137542;Sternenhof;Sternenhof;Ste;9901;1;6340;0;Baar;2682278.154;1227234.547;1;17.02.2024
310247;0;100176221;2;10137542;Sternenhof;Sternenhof;Ste;9901;1;6340;0;Baar;2682252.988;1227230.98;1;17.02.2024
310248;0;100176222;;10018419;Sternenblick;Sternenblick;Ste;9901;1;6340;0;Baar;;;0;17.02.2024
310249;0;100176223;;10064848;Feldmatt;Feldmatt;Fel;9901;1;6340;0;Baar;2682219.68;1227194.031;1;17.02.2024
310250;0;100176224;9;10012719;Rosentalweg;Rosentalweg;Ros;9901;1;6340;0;Baar;2682202.901;1227229.299;1;17.02.2024
310251;0;101939284;21;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682154.454;1227218.311;1;17.02.2024
310252;0;101939667;29;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682171.056;1227133.463;0;17.02.2024
310253;0;101983743;11;10012719;Rosentalweg;Rosentalweg;Ros;9901;1;6340;0;Baar;2682181.023;1227221.042;1;17.02.2024
310254;0;100176225;23;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682150.186;1227204.249;1;17.02.2024
310255;0;100176226;41;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682073.82;1226888.409;1;17.02.2024
310256;0;100176227;41a;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682081.669;1226879.709;1;17.02.2024
310257;0;101987059;43;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682073.305;1226865.908;1;17.02.2024
310258;0;100176228;42;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;;;0;17.02.2024
310259;0;100176229;44;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682041.73;1226872.58;1;17.02.2024
310260;0;100176230;46;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682038.013;1226855.295;1;17.02.2024
310261;0;100176231;48;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682035.471;1226840.598;1;17.02.2024
310262;0;100176232;49;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682060.921;1226771.682;1;17.02.2024
310263;0;101978818;49a;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682091.551;1226743.307;1;17.02.2024
310264;0;102228891;51;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682058.599;1226720.705;1;17.02.2024
310265;0;100176233;53;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682055.709;1226665.859;1;17.02.2024
310266;0;100176234;1;10012711;Neuhausweg;Neuhausweg;Neu;9901;1;6340;0;Baar;2682048.565;1226629.31;1;17.02.2024
310267;0;100176235;1;10011959;Fliederweg;Fliederweg;Fli;9901;1;6340;0;Baar;2682074.02;1226640.947;1;17.02.2024
310268;0;100176236;2;10011959;Fliederweg;Fliederweg;Fli;9901;1;6340;0;Baar;2682099.783;1226632.697;1;17.02.2024
310269;0;100176237;3;10011959;Fliederweg;Fliederweg;Fli;9901;1;6340;0;Baar;2682085.111;1226658.846;1;17.02.2024
310270;0;100176238;5;10011959;Fliederweg;Fliederweg;Fli;9901;1;6340;0;Baar;2682087.328;1226694.72;1;17.02.2024
310271;0;100176239;6;10011959;Fliederweg;Fliederweg;Fli;9901;1;6340;0;Baar;2682109.047;1226687.601;1;17.02.2024
310272;0;100176240;7;10011959;Fliederweg;Fliederweg;Fli;9901;1;6340;0;Baar;2682092.808;1226704.49;1;17.02.2024
310273;0;102231488;8;10011959;Fliederweg;Fliederweg;Fli;9901;1;6340;0;Baar;2682112.124;1226713.588;1;17.02.2024
310274;0;100176241;10;10011959;Fliederweg;Fliederweg;Fli;9901;1;6340;0;Baar;2682118.087;1226753.738;1;17.02.2024
310275;0;100176699;10;10113283;Rosenweg;Rosenweg;Ros;9901;1;6340;0;Baar;;;0;17.02.2024
310276;0;101983452;11;10113283;Rosenweg;Rosenweg;Ros;9901;1;6340;0;Baar;2682146.443;1226725.839;1;17.02.2024
310277;0;101987357;12;10113283;Rosenweg;Rosenweg;Ros;9901;1;6340;0;Baar;2682177.485;1226775.38;1;17.02.2024
310278;0;101979467;14;10113283;Rosenweg;Rosenweg;Ros;9901;1;6340;0;Baar;2682212.907;1226766.231;1;17.02.2024
310279;0;100176700;16;10113283;Rosenweg;Rosenweg;Ros;9901;1;6340;0;Baar;;;0;17.02.2024
310280;0;100176701;18;10113283;Rosenweg;Rosenweg;Ros;9901;1;6340;0;Baar;2682259.44;1226750.74;1;17.02.2024
310281;0;100176702;57;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682014.984;1226590.899;1;17.02.2024
310282;0;100176703;63;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682008.675;1226566.828;1;17.02.2024
310283;0;100176704;63a;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682052.983;1226550.226;1;17.02.2024
310284;0;100176705;65;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682002.753;1226539.516;1;17.02.2024
310285;0;101987060;65a;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682011.021;1226536.007;1;17.02.2024
310286;0;100176729;65b;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682019.095;1226534.452;1;17.02.2024
310287;0;100176730;65c;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682044.126;1226527.171;1;17.02.2024
310288;0;100176731;65d;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682042.344;1226518.164;1;17.02.2024
310289;0;100176732;67;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2681997.768;1226515.758;1;17.02.2024
310290;0;100176733;67a;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682007.128;1226512.019;1;17.02.2024
310291;0;102225852;67b;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682012.851;1226512.045;1;17.02.2024
310292;0;102096530;67c;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682038.393;1226500.477;1;17.02.2024
310293;0;102086363;67d;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682037.653;1226497.063;1;17.02.2024
310294;0;100176734;69;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682000.979;1226478.85;1;17.02.2024
310295;0;100176735;71;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;;;0;17.02.2024
310296;0;100176736;71a;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;;;0;17.02.2024
310297;0;101976945;6;10012711;Neuhausweg;Neuhausweg;Neu;9901;1;6340;0;Baar;2682093.11;1226598.632;1;17.02.2024
310298;0;101942249;6a;10012711;Neuhausweg;Neuhausweg;Neu;9901;1;6340;0;Baar;2682074.874;1226567.396;1;17.02.2024
310299;0;101981664;8;10012711;Neuhausweg;Neuhausweg;Neu;9901;1;6340;0;Baar;2682112.249;1226593.504;1;17.02.2024
310300;0;101978395;1;10113283;Rosenweg;Rosenweg;Ros;9901;1;6340;0;Baar;2682116.178;1226620.06;1;17.02.2024
310301;0;100176737;7;10113283;Rosenweg;Rosenweg;Ros;9901;1;6340;0;Baar;2682129.856;1226678.339;1;17.02.2024
310302;0;100176738;9;10113283;Rosenweg;Rosenweg;Ros;9901;1;6340;0;Baar;2682126.372;1226705.572;1;17.02.2024
310303;0;101939282;2;10113283;Rosenweg;Rosenweg;Ros;9901;1;6340;0;Baar;2682132.635;1226617.722;1;17.02.2024
310304;0;100176739;4;10113283;Rosenweg;Rosenweg;Ros;9901;1;6340;0;Baar;2682135.949;1226634.895;1;17.02.2024
310305;0;101981482;6;10113283;Rosenweg;Rosenweg;Ros;9901;1;6340;0;Baar;2682146.177;1226657.145;1;17.02.2024
310306;0;100176740;6a;10113283;Rosenweg;Rosenweg;Ros;9901;1;6340;0;Baar;2682161.747;1226654.304;1;17.02.2024
310307;0;100176741;8a;10113283;Rosenweg;Rosenweg;Ros;9901;1;6340;0;Baar;2682178.968;1226671.592;1;17.02.2024
310308;0;100176742;73;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2681989.633;1226432.455;1;17.02.2024
310309;0;100176743;73a;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682012.782;1226426.759;1;17.02.2024
310310;0;100176744;75;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2681973.098;1226399.429;1;17.02.2024
310311;0;100176745;75a;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682009.638;1226390.763;1;17.02.2024
310312;0;101977493;76;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2681925.262;1226359.765;1;17.02.2024
310313;0;101942255;76a;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2681891.171;1226381.807;1;17.02.2024
310314;0;101987057;4;10052725;Neufeldweg;Neufeldweg;Neu;9901;1;6340;0;Baar;2682018.021;1226901.817;0;17.02.2024
310315;0;101981481;6;10052725;Neufeldweg;Neufeldweg;Neu;9901;1;6340;0;Baar;2681999.683;1226892.672;1;17.02.2024
310316;0;100176747;8;10052725;Neufeldweg;Neufeldweg;Neu;9901;1;6340;0;Baar;2681978.491;1226878.584;1;17.02.2024
310317;0;100176748;10;10052725;Neufeldweg;Neufeldweg;Neu;9901;1;6340;0;Baar;2681976.48;1226877.996;1;17.02.2024
310318;0;100176749;12;10052725;Neufeldweg;Neufeldweg;Neu;9901;1;6340;0;Baar;2681956.496;1226872.464;1;17.02.2024
310319;0;100176750;3;10052725;Neufeldweg;Neufeldweg;Neu;9901;1;6340;0;Baar;2682017.11;1226876.737;1;17.02.2024
310320;0;101987360;5;10052725;Neufeldweg;Neufeldweg;Neu;9901;1;6340;0;Baar;2682001.38;1226871.367;0;17.02.2024
310321;0;100176751;7;10052725;Neufeldweg;Neufeldweg;Neu;9901;1;6340;0;Baar;2681978.642;1226863.955;0;17.02.2024
310322;0;100176752;9;10052725;Neufeldweg;Neufeldweg;Neu;9901;1;6340;0;Baar;2681964.865;1226858.887;1;17.02.2024
310323;0;100176753;4;10018423;Unterfeldweg;Unterfeldweg;Unt;9901;1;6340;0;Baar;2682014.957;1226835.815;1;17.02.2024
310324;0;100176754;6;10018423;Unterfeldweg;Unterfeldweg;Unt;9901;1;6340;0;Baar;2682012.466;1226835.815;1;17.02.2024
310325;0;100176755;8;10018423;Unterfeldweg;Unterfeldweg;Unt;9901;1;6340;0;Baar;2681992.195;1226833.814;1;17.02.2024
310326;0;101987062;10;10018423;Unterfeldweg;Unterfeldweg;Unt;9901;1;6340;0;Baar;2681989.508;1226833.278;1;17.02.2024
310327;0;100176756;12;10018423;Unterfeldweg;Unterfeldweg;Unt;9901;1;6340;0;Baar;2681967.579;1226837.377;1;17.02.2024
310328;0;100176757;16;10018423;Unterfeldweg;Unterfeldweg;Unt;9901;1;6340;0;Baar;2681935.673;1226828.705;1;17.02.2024
310329;0;100176758;18;10018423;Unterfeldweg;Unterfeldweg;Unt;9901;1;6340;0;Baar;2681923.512;1226820.722;1;17.02.2024
310330;0;100176759;20;10018423;Unterfeldweg;Unterfeldweg;Unt;9901;1;6340;0;Baar;2681903.44;1226806.806;1;17.02.2024
310331;0;100176760;20a;10018423;Unterfeldweg;Unterfeldweg;Unt;9901;1;6340;0;Baar;2681895.235;1226797.722;1;17.02.2024
310332;0;100176761;20b;10018423;Unterfeldweg;Unterfeldweg;Unt;9901;1;6340;0;Baar;2681889.805;1226816.554;1;17.02.2024
310333;0;101987362;20c;10018423;Unterfeldweg;Unterfeldweg;Unt;9901;1;6340;0;Baar;2681881;1226841;0;17.02.2024
310334;0;100176762;20d;10018423;Unterfeldweg;Unterfeldweg;Unt;9901;1;6340;0;Baar;2681892.004;1226837.637;1;17.02.2024
310335;0;100176763;14;10011962;Grabenstrasse;Grabenstr.;Gra;9901;1;6340;0;Baar;2681853.704;1226823.501;1;17.02.2024
310336;0;100176764;12;10011962;Grabenstrasse;Grabenstr.;Gra;9901;1;6340;0;Baar;2681854.014;1226783.386;1;17.02.2024
310337;0;100176765;25;10011962;Grabenstrasse;Grabenstr.;Gra;9901;1;6340;0;Baar;2681816.078;1226760.151;1;17.02.2024
310337;1;101850516;27;10011962;Grabenstrasse;Grabenstr.;Gra;9901;1;6340;0;Baar;2681825.417;1226800.943;1;17.02.2024
310339;0;100176766;58;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682002.678;1226698.654;1;17.02.2024
310340;0;101515960;64;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;;;0;17.02.2024
310341;0;100176767;64a;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2681889.564;1226589.865;1;17.02.2024
310343;0;102225851;22;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682119.314;1227237.561;1;17.02.2024
310344;0;101987063;22a;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682102.74;1227249.128;1;17.02.2024
310345;0;100176768;22b;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682123.176;1227232.036;1;17.02.2024
310346;0;101978861;30;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682091.189;1227112.231;1;17.02.2024
310347;0;102229014;30d;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682021.729;1227048.832;1;17.02.2024
310348;0;101503469;32;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;;;0;17.02.2024
310349;0;101942250;1;10094796;Zugermatte;Zugermatte;Zug;9901;1;6340;0;Baar;2682058.68;1227236.715;1;17.02.2024
310350;0;100176769;3;10094796;Zugermatte;Zugermatte;Zug;9901;1;6340;0;Baar;2682072.335;1227218.803;1;17.02.2024
310351;0;100176770;5;10094796;Zugermatte;Zugermatte;Zug;9901;1;6340;0;Baar;2682039.493;1227188.888;1;17.02.2024
310352;0;100176771;7;10094796;Zugermatte;Zugermatte;Zug;9901;1;6340;0;Baar;2682024.167;1227232.22;1;17.02.2024
310353;0;100176772;9;10094796;Zugermatte;Zugermatte;Zug;9901;1;6340;0;Baar;2682007.764;1227220.509;1;17.02.2024
310354;0;100176773;11;10094796;Zugermatte;Zugermatte;Zug;9901;1;6340;0;Baar;2681991.2;1227208.867;1;17.02.2024
310355;0;101987364;13;10094796;Zugermatte;Zugermatte;Zug;9901;1;6340;0;Baar;2681952.993;1227181.585;1;17.02.2024
310356;0;100176774;15;10094796;Zugermatte;Zugermatte;Zug;9901;1;6340;0;Baar;2681967.412;1227159.533;1;17.02.2024
310357;0;100176775;8a;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682136.332;1227411.208;1;17.02.2024
310358;0;100176776;8b;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682117.788;1227389.39;1;17.02.2024
310359;0;100176777;10;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682144.774;1227378.7;1;17.02.2024
310360;0;100176778;10a;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682140.267;1227381.556;1;17.02.2024
310361;0;100176779;20;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682110.374;1227275.525;1;17.02.2024
310362;0;100176780;18;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682128.173;1227289.23;1;17.02.2024
310363;0;101668629;18a;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;;;0;17.02.2024
310364;0;101518136;14;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;;;0;17.02.2024
310365;0;100176781;12;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682150.319;1227353.651;1;17.02.2024
310366;0;100176782;12a;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682127.268;1227356.096;1;17.02.2024
310367;0;100176783;4a;10113281;Landhausstrasse;Landhausstr.;Lan;9901;1;6340;0;Baar;2682095.771;1227318.423;0;17.02.2024
310368;0;100176786;4d;10113281;Landhausstrasse;Landhausstr.;Lan;9901;1;6340;0;Baar;2682088.472;1227362.952;1;17.02.2024
310369;0;101976432;3;10113281;Landhausstrasse;Landhausstr.;Lan;9901;1;6340;0;Baar;2682023.481;1227295.52;0;17.02.2024
310370;0;100176788;13;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;2681995.188;1227343.827;0;17.02.2024
310371;0;100176789;13a;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;2681942;1227315;0;17.02.2024
310372;0;100176790;6;10011274;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;0;Baar;2682159.015;1227429.71;1;17.02.2024
310373;0;100176791;1;10094780;Kirchgasse;Kirchgasse;Kir;9901;1;6340;0;Baar;2682114.604;1227443.175;1;17.02.2024
310374;0;101939909;3;10094780;Kirchgasse;Kirchgasse;Kir;9901;1;6340;0;Baar;2682091.285;1227439.758;1;17.02.2024
310375;0;101981299;5;10094780;Kirchgasse;Kirchgasse;Kir;9901;1;6340;0;Baar;2682078.468;1227439.393;1;17.02.2024
310376;0;101516477;7;10094780;Kirchgasse;Kirchgasse;Kir;9901;1;6340;0;Baar;;;0;17.02.2024
310377;0;100172330;13;10094780;Kirchgasse;Kirchgasse;Kir;9901;1;6340;0;Baar;2682066.126;1227464.298;1;17.02.2024
310378;0;100172331;5;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;2682118.887;1227429.612;0;17.02.2024
310379;0;100172576;8;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;2682053.592;1227401.931;1;17.02.2024
310380;0;101983244;40;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;2681765.565;1227237.383;1;17.02.2024
310381;0;100172577;42;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;2681748.119;1227249.799;1;17.02.2024
310381;1;101788998;42a;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;2681768.265;1227268.33;1;17.02.2024
310382;0;100172578;46b;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;2681779.534;1227411.97;1;17.02.2024
310383;0;100172579;50;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;2681679.783;1227357.508;1;17.02.2024
310384;0;102228633;52;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;2681632.178;1227357.079;1;17.02.2024
310385;0;100172580;64;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;2681643.918;1227327.079;1;17.02.2024
310386;0;100172581;58;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;2681570.36;1227322.94;1;17.02.2024
310387;0;101981731;62;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;2681617.267;1227316.246;1;17.02.2024
310388;0;101981663;56;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;2681572;1227357;1;17.02.2024
310389;0;100172582;72;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;;;0;17.02.2024
310390;0;101987066;74;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;2681729.544;1227243.327;1;17.02.2024
310391;0;102229299;76;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;2681740.256;1227226.381;1;17.02.2024
310392;0;101987061;78;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;2681717.642;1227212.058;1;17.02.2024
310393;0;101592683;;10018426;Weidhof;Weidhof;Wei;9901;1;6340;0;Baar;;;0;17.02.2024
310394;0;100172583;60;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;2681583.492;1227296.402;1;17.02.2024
310395;0;100172584;80a;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;2681690.493;1227195.223;1;17.02.2024
310396;0;101978941;80d;10011285;Altgasse;Altgasse;Alt;9901;1;6340;0;Baar;2681659.334;1227257.199;1;17.02.2024
310397;0;100172588;9;10181715;Neuhofstrasse;Neuhofstr.;Neu;9901;1;6340;0;Baar;2681597.078;1227200.128;1;17.02.2024
310398;0;100172589;11;10181715;Neuhofstrasse;Neuhofstr.;Neu;9901;1;6340;0;Baar;2681586.32;1227205.825;1;17.02.2024
