EGID	EWID	EDID	WHGNR	WEINR	WSTWK	WBEZ	WMEHRG	WBAUJ	WABBJ	WSTAT	WAREA	WAZIM	WKCHE	WEXPDAT
313056	1	0			3101		0	1999		3004	60	3	1	2024-02-17
313056	2	0			3102		0	1999		3004	32	2	1	2024-02-17
313057	1	0			3102		0	1999	2009	3007	50	3	1	2024-02-17
313057	2	0			3102		0	1999	2009	3007	60	4	1	2024-02-17
313057	3	0			3100		0	1999	2009	3007	30	1	1	2024-02-17
313057	4	0			3100		0	1999	2009	3007	45	2	1	2024-02-17
313057	5	0			3101		0	1999	2009	3007	60	4	1	2024-02-17
313057	6	0			3101		0	1999	2009	3007	50	3	1	2024-02-17
313057	7	0			3100		0	1999	2009	3007	60	4	1	2024-02-17
313058	1	0			3100		1	1999		3004	180	5	1	2024-02-17
313059	1	0			3101		0	1999		3004	90	4	1	2024-02-17
313059	2	0			3102		0	1999		3004	90	4	1	2024-02-17
313060	1	0			3100		1	1999		3004	210	6	1	2024-02-17
313061	1	0			3101		0	1999		3004	50	3	1	2024-02-17
313061	2	0			3102		0	1999		3004	50	3	1	2024-02-17
313061	3	0			3103		0	1999		3004	25	2	1	2024-02-17
313062	1	0	31		3102	links	0	1999		3004	90	4	1	2024-02-17
313062	2	0	11		3100	links	0	1999		3004	90	4	1	2024-02-17
313062	3	0	12		3100	rechts	0	1999		3004	90	4	1	2024-02-17
313062	4	0	21		3101	links	0	1999		3004	90	4	1	2024-02-17
313062	5	0	22		3101	rechts	0	1999		3004	90	4	1	2024-02-17
313062	6	0	32		3102	rechts	0	1999		3004	90	4	1	2024-02-17
313063	1	0	231		3103	links	0	1999		3004	104	4	1	2024-02-17
313063	2	0	202		3100	rechts	0	1999		3004	96	4	1	2024-02-17
313063	3	0	211		3101	links	0	1999		3004	96	4	1	2024-02-17
313063	4	0	212		3101	rechts	0	1999		3004	96	4	1	2024-02-17
313063	5	0	221		3102	links	0	1999		3004	96	4	1	2024-02-17
313063	6	0	222		3102	rechts	0	1999		3004	96	4	1	2024-02-17
313064	1	0	422		3102	rechts	0	1999		3004	102	4	1	2024-02-17
313064	2	0	431		3103	links	0	1999		3004	96	4	1	2024-02-17
313064	3	0	402		3100	rechts	0	1999		3004	96	4	1	2024-02-17
313064	4	0	411		3101	links	0	1999		3004	96	4	1	2024-02-17
313064	5	0	412		3101	rechts	0	1999		3004	96	4	1	2024-02-17
313064	6	0	421		3102	links	0	1999		3004	96	4	1	2024-02-17
313065	1	0	3.11		3100	links	0	1999		3004	96	4	1	2024-02-17
313065	2	0	3.12		3100	rechts	0	1999		3004	62	2	1	2024-02-17
313065	3	0	3.21		3101	links	0	1999		3004	96	4	1	2024-02-17
313065	4	0	3.22		3101	rechts	0	1999		3004	62	2	1	2024-02-17
313065	5	0	3.32		3102	rechts	0	1999		3004	62	2	1	2024-02-17
313065	6	0	3.31		3102	links	0	1999		3004	96	4	1	2024-02-17
313066	1	1	632		3103	rechts	0	1999		3004	96	4	1	2024-02-17
313066	2	0	512		3101	rechts	0	1999		3004	63	2	1	2024-02-17
313066	3	0	511		3101	links	0	1999		3004	96	4	1	2024-02-17
313066	4	1	611		3101	links	0	1999		3004	63	2	1	2024-02-17
313066	5	1	622		3102	rechts	0	1999		3004	96	4	1	2024-02-17
313066	6	1	631		3103	links	0	1999		3004	63	2	1	2024-02-17
313066	7	0	531		3103	links	0	1999		3004	96	4	1	2024-02-17
313066	8	0	522		3102	rechts	0	1999		3004	63	2	1	2024-02-17
313066	9	1	612		3101	rechts	0	1999		3004	96	4	1	2024-02-17
313066	10	1	621		3102	links	0	1999		3004	63	2	1	2024-02-17
313066	11	1	521		3102	links	0	1999		3004	96	4	1	2024-02-17
313066	12	0			3102	links	0	1999		3004	96	4	1	2024-02-17
313067	1	0			3100		1	1999		3004	106	4	1	2024-02-17
313068	1	0	1101		3100	links	0	1999		3004	75	4	1	2024-02-17
313068	2	2	1201		3100	mitte	0	1999		3004	75	4	1	2024-02-17
313068	3	3	1401		3100	rechts	0	1999		3004	75	4	1	2024-02-17
313068	5	2	1223		3102	links	0	1999		3004	90	5	1	2024-02-17
313068	6	2	1212		3101	mitte	0	1999		3004	75	4	1	2024-02-17
313068	7	1	1301		3100	rechts	0	1999		3004	90	5	1	2024-02-17
313068	8	1	1312		3101	Rechts aussen	0	1999		3004	90	5	1	2024-02-17
313068	9	1	1323		3102	links	0	1999		3004	75	4	1	2024-02-17
313068	11	3	1334		3103	rechts	0	1999		3004	90	5	1	2024-02-17
313068	12	0	1234		3103	links	0	1999		3004	75	4	1	2024-02-17
313068	13	0	1412		3101	rechts	0	1999		3004	75	4	1	2024-02-17
313068	14	3			3101	Rechts aussen	0	1999		3004	75	4	1	2024-02-17
313069	1	0	1401		3100		0	1999	2022	3007	70	4	1	2024-02-17
313069	2	0	1402		3101		0	1999	2022	3007	70	4	1	2024-02-17
313069	3	0	1403		3102		0	1999	2022	3007	70	4	1	2024-02-17
313069	4	0			3100	West	1	2016		3004	140	5	1	2024-02-17
313069	5	0			3101	Ost	1	2016		3004	110	4	1	2024-02-17
313070	1	0	1421		3100		0	1999	2022	3007	70	4	1	2024-02-17
313070	2	0	1422		3101		0	1999	2022	3007	70	4	1	2024-02-17
313070	3	0	1423		3102		0	1999	2022	3007	70	4	1	2024-02-17
313070	4	0			3101	Ost	1	2016		3004	110	4	1	2024-02-17
313070	5	0			3100	West	1	2016		3004	140	5	1	2024-02-17
313071	1	0	1441		3100		0	1999	2022	3007	70	4	1	2024-02-17
313071	2	0	1442		3101		0	1999	2022	3007	70	4	1	2024-02-17
313071	3	0	1443		3102		0	1999	2022	3007	70	4	1	2024-02-17
313071	4	0			3100	West	1	2016		3004	140	5	1	2024-02-17
313071	5	0			3101	Ost	1	2016		3004	110	4	1	2024-02-17
313072	1	0	1461		3100		0	1999	2022	3007	70	4	1	2024-02-17
313072	2	0	1462		3101		0	1999	2022	3007	70	4	1	2024-02-17
313072	3	0	1463		3102		0	1999	2022	3007	70	4	1	2024-02-17
313072	4	0			3100	West	1	2016		3004	140	5	1	2024-02-17
313072	5	0			3101	Ost	1	2016		3004	110	4	1	2024-02-17
313073	1	0	1481		3100		0	1999	2022	3007	70	4	1	2024-02-17
313073	2	0	1482		3101		0	1999	2022	3007	70	4	1	2024-02-17
313073	3	0	1483		3102		0	1999	2022	3007	70	4	1	2024-02-17
313073	4	0			3100	West	1	2016		3004	140	5	1	2024-02-17
313073	5	0			3101	Ost	1	2016		3004	110	4	1	2024-02-17
313074	1	0	1501		3100		0	1999	2022	3007	70	4	1	2024-02-17
313074	2	0	1502		3101		0	1999	2022	3007	70	4	1	2024-02-17
313074	3	0	1503		3102		0	1999	2022	3007	70	4	1	2024-02-17
313074	4	0			3101	Ost	1	2016		3004	110	4	1	2024-02-17
313074	5	0			3100	West	1	2016		3004	140	5	1	2024-02-17
313075	1	0	1521		3100		0	1999	2022	3007	70	4	1	2024-02-17
313075	2	0	1522		3101		0	1999	2022	3007	70	4	1	2024-02-17
313075	3	0	1523		3102		0	1999	2022	3007	70	4	1	2024-02-17
313075	4	0			3100	West	1	2016		3004	140	5	1	2024-02-17
313075	5	0			3101	Ost	1	2016		3004	110	4	1	2024-02-17
313076	1	0	1541		3100	West	1	2016		3004	140	5	1	2024-02-17
313076	2	0	1542		3101	Ost	1	2016		3004	110	4	1	2024-02-17
313077	1	0			3100		0	1999		3004	140	5	1	2024-02-17
313078	1	0			3103		0	1999		3004	105	4	1	2024-02-17
313079	1	0			3100		0	1999		3004	85	3	1	2024-02-17
313079	2	0			3101		0	1999		3004	85	3	1	2024-02-17
313079	3	0			3102		0	1999		3004	85	3	1	2024-02-17
313080	6	0	1001		3100		0	1999	2010	3007	70	3	1	2024-02-17
313080	7	0	1003		3101		0	1999	2010	3007	80	4	1	2024-02-17
313081	1	0			3100		0	1999		3004	198	5	1	2024-02-17
313081	2	0			3101		0	1999		3004	173	4	1	2024-02-17
313081	3	0			3102		0	1999		3004	135	4	1	2024-02-17
313081	4	0			3101		0	1999		3004	25	1	1	2024-02-17
313084	1	0			3100		1	1999		3004	140	5	1	2024-02-17
313085	1	0			3100		1	1999		3004	127	5	1	2024-02-17
313086	1	0			3102		0	1999		3004	120	5	1	2024-02-17
313087	1	0			3100		1	1999		3004	180	6	1	2024-02-17
313088	1	0			3100		1	1999		3004	120	5	1	2024-02-17
313089	1	0			3100		1	1999		3004	140	4	1	2024-02-17
313090	1	0			3100		1	1999		3004	130	6	1	2024-02-17
313091	1	0			3100		1	1999		3004	70	5	1	2024-02-17
313092	1	0			3100		1	1999		3004	180	6	1	2024-02-17
313093	1	0			3100		1	1999		3004	145	5	1	2024-02-17
313094	1	0			3100		1	1999		3004	120	5	1	2024-02-17
313095	1	0			3100		1	1999		3004	120	5	1	2024-02-17
313096	1	0			3100		1	1999		3004	150	5	1	2024-02-17
313097	1	0			3100		1	1999		3004	236	6	1	2024-02-17
313098	1	0			3100		1	1999		3004	120	5	1	2024-02-17
313099	2	0			3100		1	1999		3004	140	6	1	2024-02-17
313100	1	0			3100		1	1999		3004	98	4	1	2024-02-17
313101	1	0			3100		1	1999		3004	120	5	1	2024-02-17
313102	1	0			3100		1	1999		3004	160	4	1	2024-02-17
313103	1	0			3100		1	1999	2016	3007	120	4	1	2024-02-17
313103	2	0			3100		0	1999	2016	3007	30	1	1	2024-02-17
313103	3	0			3101		0	1999	2016	3007	20	1	1	2024-02-17
313104	1	0			3103	links	0	1999	2018	3007	65	2	1	2024-02-17
313104	2	0			3100		0	1999	2018	3007	65	2	1	2024-02-17
313104	3	0			3100		0	1999	2018	3007	90	4	1	2024-02-17
313104	4	0			3101		0	1999	2018	3007	80	3	1	2024-02-17
313104	5	0			3101		0	1999	2018	3007	95	4	1	2024-02-17
313104	6	0			3102		0	1999	2018	3007	80	3	1	2024-02-17
313104	7	0			3102		0	1999	2018	3007	95	4	1	2024-02-17
313104	8	0			3103	rechts	0	1999	2018	3007	65	2	1	2024-02-17
313105	1	0			3100		0	1999	2018	3007	65	2	1	2024-02-17
313105	2	0			3103	links	0	1999	2018	3007	55	2	1	2024-02-17
313105	3	0			3102		0	1999	2018	3007	95	4	1	2024-02-17
313105	4	0			3102		0	1999	2018	3007	80	3	1	2024-02-17
313105	5	0			3103	rechts	0	1999	2018	3007	55	2	1	2024-02-17
313105	6	0			3101		0	1999	2018	3007	80	3	1	2024-02-17
313105	7	0			3100		0	1999	2018	3007	90	4	1	2024-02-17
313105	8	0			3101		0	1999	2018	3007	95	4	1	2024-02-17
313106	1	0			3102		0	1999	2018	3007	80	3	1	2024-02-17
313106	2	0			3103		0	1999	2018	3007	55	2	1	2024-02-17
313106	3	0			3103		0	1999	2018	3007	65	3	1	2024-02-17
313106	4	0			3102		0	1999	2018	3007	95	4	1	2024-02-17
313106	5	0			3101		0	1999	2018	3007	90	4	1	2024-02-17
313106	6	0			3101		0	1999	2018	3007	80	3	1	2024-02-17
313106	8	0			3100		0	1999	2018	3007	91	4	1	2024-02-17
313106	9	0			3100		0	1999	2018	3007	62	2	1	2024-02-17
313107	1	0			3103		0	1999	2018	3007	50	2	1	2024-02-17
313107	2	0			3103		0	1999	2018	3007	65	3	1	2024-02-17
313107	3	0			3102		0	1999	2018	3007	90	4	1	2024-02-17
313107	4	0			3102		0	1999	2018	3007	75	3	1	2024-02-17
313107	5	0			3101		0	1999	2018	3007	90	4	1	2024-02-17
313107	6	0			3100		0	1999	2018	3007	50	2	1	2024-02-17
313107	7	0			3100		0	1999	2018	3007	90	4	1	2024-02-17
313107	8	0			3101		0	1999	2018	3007	75	3	1	2024-02-17
313108	1	0			3100		1	1999	2023	3007	130	8	1	2024-02-17
313109	1	0			3100		1	1999	2023	3007	100	4	1	2024-02-17
313110	1	0			3100	links	1	1999		3004	120	4	1	2024-02-17
313110	2	1			3100	rechts	1	1999		3004	120	4	1	2024-02-17
313111	1	0			3100		1	1999		3004	100	5	1	2024-02-17
313112	1	0			3100		1	1999		3004	70	3	1	2024-02-17
313112	2	0			3101		0	1999		3004	65	3	1	2024-02-17
313113	1	0			3100		1	1999		3004	150	6	1	2024-02-17
313114	1	0			3100		1	1999		3004	168	6	1	2024-02-17
313115	1	0			3100		1	1999		3004	247	5	1	2024-02-17
313116	1	0			3100		1	1999		3004	125	5	1	2024-02-17
313117	1	0			3100		1	1999		3004	140	5	1	2024-02-17
313118	1	0			3100		1	1999		3004	120	4	1	2024-02-17
313119	1	0			3100		1	1999		3004	130	5	1	2024-02-17
313120	1	0			3100		1	1999		3004	200	6	1	2024-02-17
313121	1	0			3100		1	1999		3004	170	5	1	2024-02-17
313122	1	0			3100		1	1999		3004	150	5	1	2024-02-17
313123	1	0			3100		1	1999		3004	140	5	1	2024-02-17
313124	1	0			3100		1	1999		3004	140	5	1	2024-02-17
313125	1	0			3100		1	1999		3004	150	5	1	2024-02-17
313126	1	0			3100		1	1999		3004	140	6	1	2024-02-17
313127	1	0			3100		1	1999		3004	150	5	1	2024-02-17
313128	1	0			3100		1	1999		3004	163	5	1	2024-02-17
313129	1	0			3100		1	1999		3004	150	5	1	2024-02-17
313130	1	0			3100		1	1999		3004	130	5	1	2024-02-17
313131	1	0			3100		1	1999		3004	150	4	1	2024-02-17
313132	1	0			3100		1	1999		3004	146	4	1	2024-02-17
313133	1	0			3100		1	1999		3004	135	5	1	2024-02-17
313134	1	0			3100		1	1999		3004	160	6	1	2024-02-17
313135	1	0			3100		1	1999		3004	170	5	1	2024-02-17
313136	1	0			3100		1	1999		3004	130	4	1	2024-02-17
313137	1	0			3100		1	1999		3004	160	5	1	2024-02-17
313138	1	0			3100		1	1999		3004	160	4	1	2024-02-17
313139	1	0			3100		1	1999		3004	150	6	1	2024-02-17
313140	1	0			3100		1	1999		3004	160	5	1	2024-02-17
313141	1	0			3100		1	1999		3004	150	5	1	2024-02-17
313142	1	0			3100		1	1999		3004	150	6	1	2024-02-17
313143	1	0			3100		1	1999		3004	170	5	1	2024-02-17
313144	1	0			3100		1	1999		3004	120	5	1	2024-02-17
313145	1	0			3100		1	1999		3004	180	6	1	2024-02-17
313146	1	0			3100		1	1999		3004	120	5	1	2024-02-17
313147	7	0	10001		3100		0	1999		3004	145	3	1	2024-02-17
313147	8	0	10002		3100	links	0	1999		3004	81	2	1	2024-02-17
313147	9	0	10105		3101		0	1999		3004	189	5	1	2024-02-17
313147	10	0	10104		3101		0	1999		3004	144	3	1	2024-02-17
313147	11	0	10206		3102		0	1999		3004	150	3	1	2024-02-17
313147	12	0	10207		3102		0	1999		3004	197	5	1	2024-02-17
313147	13	0	10003		3100	rechts	0	1999		3004	95	2	1	2024-02-17
313148	1	0	20001		3100		0	1999		3004	157	4	1	2024-02-17
313148	2	0	20002		3100	links	0	1999		3004	83	2	1	2024-02-17
313148	3	0	20003		3100	rechts	0	1999		3004	87	2	1	2024-02-17
313148	4	0	20105		3101	links	0	1999		3004	155	4	1	2024-02-17
313148	5	0	20104		3101	rechts	0	1999		3004	176	4	1	2024-02-17
313148	6	0	20207		3102	links	0	1999		3004	161	4	1	2024-02-17
313148	7	0	20206		3102	rechts	0	1999		3004	182	4	1	2024-02-17
313149	7	0	10001		3100		0	1999		3004	210	4	1	2024-02-17
313149	8	0	10002		3100		0	1999		3004	119	2	1	2024-02-17
313149	9	0	10103		3101		0	1999		3004	201	4	1	2024-02-17
313149	10	0	10104		3101		0	1999		3004	118	2	1	2024-02-17
313149	11	0	10205		3102		0	1999		3004	211	4	1	2024-02-17
313149	12	0	10206		3102		0	1999		3004	120	2	1	2024-02-17
313150	7	0	20002		3100	links	0	1999		3004	167	3	1	2024-02-17
313150	8	0	20001		3100	rechts	0	1999		3004	167	3	1	2024-02-17
313150	9	0	20104		3101	links	0	1999		3004	164	3	1	2024-02-17
313150	10	0	20103		3101	rechts	0	1999		3004	162	3	1	2024-02-17
313150	11	0	20206		3102	links	0	1999		3004	171	3	1	2024-02-17
313150	12	0	20205		3102	rechts	0	1999		3004	169	3	1	2024-02-17
313151	7	0	10002		3100		0	1999		3004	190	5	1	2024-02-17
313151	8	0	10001		3100		0	1999		3004	145	3	1	2024-02-17
313151	9	0	10104		3101		0	1999		3004	186	5	1	2024-02-17
313151	10	0	10103		3101		0	1999		3004	145	3	1	2024-02-17
313151	11	0	10205		3102		0	1999		3004	146	3	1	2024-02-17
313151	12	0	10206		3102		0	1999		3004	193	5	1	2024-02-17
313152	1	0	20002		3100	links	0	1999		3004	154	4	1	2024-02-17
313152	2	0	20001		3100	rechts	0	1999		3004	174	4	1	2024-02-17
313152	3	0	20104		3101	links	0	1999		3004	171	4	1	2024-02-17
313152	4	0	20103		3101	rechts	0	1999		3004	150	4	1	2024-02-17
313152	5	0	20206		3102	links	0	1999		3004	180	4	1	2024-02-17
313152	6	0	20205		3102	rechts	0	1999		3004	157	4	1	2024-02-17
313153	9	0	10002		3100		0	1999		3004	183	5	1	2024-02-17
313153	10	0	10001		3100		0	1999		3004	128	3	1	2024-02-17
313153	11	0	10103		3101		0	1999		3004	131	3	1	2024-02-17
313153	12	0	10104		3101		0	1999		3004	179	5	1	2024-02-17
313153	13	0	10205		3102		0	1999		3004	137	3	1	2024-02-17
313153	14	0	10206		3102		0	1999		3004	188	5	1	2024-02-17
313154	1	0	20001		3100		0	1999		3004	156	3	1	2024-02-17
313154	2	0	20002		3100		0	1999		3004	105	2	1	2024-02-17
313154	3	0	20104		3101		0	1999		3004	207	5	1	2024-02-17
313154	4	0	20103		3101		0	1999		3004	155	3	1	2024-02-17
313154	5	0	20205		3102		0	1999		3004	161	3	1	2024-02-17
313154	6	0	20206		3102		0	1999		3004	216	5	1	2024-02-17
313155	1	0	30001		3100		0	1999		3004	160	3	1	2024-02-17
313155	2	0	30002		3100		0	1999		3004	173	4	1	2024-02-17
313155	3	0	30103		3101		0	1999		3004	157	3	1	2024-02-17
313155	4	0	30104		3101		0	1999		3004	170	4	1	2024-02-17
313155	5	0	30205		3102		0	1999		3004	163	3	1	2024-02-17
313155	6	0	30206		3102		0	1999		3004	177	4	1	2024-02-17
313156	7	0	10001		3100		0	1999		3004	100	3	1	2024-02-17
313156	8	0	10002		3100		0	1999		3004	150	4	1	2024-02-17
313156	9	0	10103		3101		0	1999		3004	100	3	1	2024-02-17
313156	10	0	10104		3101		0	1999		3004	150	4	1	2024-02-17
313156	11	0	10205		3102		0	1999		3004	100	3	1	2024-02-17
313156	12	0	10206		3102		0	1999		3004	150	4	1	2024-02-17
313157	1	0	1001		3100	links	0	1999		3004	100	4	1	2024-02-17
313157	2	0	1022		3102	rechts	0	1999		3004	80	3	1	2024-02-17
313157	3	0	1021		3102	links	0	1999		3004	100	4	1	2024-02-17
313157	4	0	1012		3101	rechts	0	1999		3004	80	3	1	2024-02-17
313157	5	0	1031		3103	links	0	1999		3004	60	2	1	2024-02-17
313157	6	0	1002		3100	rechts	0	1999		3004	80	3	1	2024-02-17
313157	7	0	1011		3101	links	0	1999		3004	100	4	1	2024-02-17
313158	1	0			3100		1	1999		3004	170	5	1	2024-02-17
313159	1	0			3103		0	1999		3004	70	3	1	2024-02-17
313159	2	0			3100		0	1999		3004	80	4	1	2024-02-17
313159	3	0			3102		0	1999		3004	80	4	1	2024-02-17
313159	4	0			3101		0	1999		3004	80	4	1	2024-02-17
313160	1	0	1012		3101		0	1999		3004	120	5	1	2024-02-17
313160	2	0	1011		3101		0	1999		3004	100	4	1	2024-02-17
313160	3	0	1002		3100		0	1999		3004	120	5	1	2024-02-17
313160	4	0	1022		3102		0	1999		3004	120	5	1	2024-02-17
313160	5	0	1001		3100		0	1999		3004	100	4	1	2024-02-17
313160	6	0	1031		3103		0	1999		3004	120	5	1	2024-02-17
313160	7	0	1021		3102		0	1999		3004	100	4	1	2024-02-17
313161	1	0			3101		1	2018		3004	114	4	1	2024-02-17
313161	2	0			3100		0	2018		3004	32	1	0	2024-02-17
313162	1	0			3100		1	1999	2021	3007	210	7	1	2024-02-17
313163	1	0			3100		0	1999		3004	70	4	1	2024-02-17
313163	2	0			3101		0	1999		3004	54	3	1	2024-02-17
313164	1	0			3100		0	1999		3004	36	2	1	2024-02-17
313165	1	0			3101	links	0	1999	2018	3007	25	1	1	2024-02-17
313165	2	0			3102	rechts	0	1999		3004	71	3	1	2024-02-17
313165	3	0			3103	rechts	0	1999	2018	3007	65	3	1	2024-02-17
313165	4	0			3104		0	1999	2018	3007	80	4	1	2024-02-17
313165	7	0			3101	rechts	0	1999	2018	3007	25	1	1	2024-02-17
313165	8	0			3101	mitte	0	1999	2018	3007	40	2	1	2024-02-17
313165	9	0			3102	links	0	1999		3004	86	4	1	2024-02-17
313165	10	0			3103	mitte	0	1999		3004	119	4	1	2024-02-17
313165	11	0			3101	links	0	2018		3004	86	4	1	2024-02-17
313165	12	0			3101	rechts	0	2018		3004	71	3	1	2024-02-17
313165	13	0			3100	rechts	0	2018		3004	71	3	1	2024-02-17
313165	14	0			3100	Mitte rechts	0	2019		3004	25	1	1	2024-02-17
313165	15	0			3100	Mitte links	0	2019		3004	25	1	1	2024-02-17
313165	16	0			3100	links Ost	0	2019		3004	27	1	1	2024-02-17
313165	17	0			3100	links Süd	0	2019		3004	23	1	1	2024-02-17
313165	18	0			3100	links Nord	0	2019		3004	25	1	1	2024-02-17
313165	19	0			3401	Ost	0	2019		3004	29	1	1	2024-02-17
313165	20	0			3401	West	0	2019		3004	27	1	1	2024-02-17
313165	21	0			3401	mitte	0	2019		3004	27	1	1	2024-02-17
313165	22	0			3401	Südost	0	2019		3004	21	1	1	2024-02-17
313166	1	0	2022		3102	rechts	0	1999		3004	80	3	1	2024-02-17
313166	2	0	2012		3101	rechts	0	1999		3004	80	3	1	2024-02-17
313166	3	0	2001		3100	links	0	1999		3004	100	4	1	2024-02-17
313166	4	0	2031		3103		0	1999		3004	100	4	1	2024-02-17
313166	5	0	2021		3102	links	0	1999		3004	100	4	1	2024-02-17
313166	6	0	2002		3100	rechts	0	1999		3004	80	3	1	2024-02-17
313166	7	0	2011		3101	links	0	1999		3004	100	4	1	2024-02-17
313167	5	0			3100	rechts	0	1999		3004	90	4	1	2024-02-17
313167	6	0			3100		0	1999		3004	80	3	1	2024-02-17
313167	7	0			3100	links	0	1999		3004	90	4	1	2024-02-17
313167	8	0			3101	rechts	0	1999		3004	90	4	1	2024-02-17
313167	9	0			3101		0	1999		3004	80	3	1	2024-02-17
313167	11	0			3101	links	0	1999		3004	90	4	1	2024-02-17
313167	13	0			3102	rechts	1	1999		3004	105	5	1	2024-02-17
313167	14	0			3102		0	1999		3004	80	3	1	2024-02-17
313167	15	0			3102	links	1	1999		3004	105	5	1	2024-02-17
313168	1	0			3100		0	1999		3004	80	3	1	2024-02-17
313168	2	0			3100	rechts	0	1999		3004	90	4	1	2024-02-17
313168	3	0			3100	links	0	1999		3004	90	4	1	2024-02-17
313168	4	0			3101		0	1999		3004	80	3	1	2024-02-17
313168	5	0			3101	rechts	0	1999		3004	90	4	1	2024-02-17
313168	6	0			3101	links	0	1999		3004	90	4	1	2024-02-17
313168	7	0			3102		0	1999		3004	80	3	1	2024-02-17
313168	8	0			3102	rechts	1	1999		3004	105	5	1	2024-02-17
313168	9	0			3102	links	1	1999		3004	105	5	1	2024-02-17
313169	1	0	1001		3100	links	0	1999		3004	103	4	1	2024-02-17
313169	2	0	1002		3100	rechts	0	1999		3004	123	5	1	2024-02-17
313169	3	0	1011		3101	links	0	1999		3004	103	4	1	2024-02-17
313169	4	0	1012		3101	rechts	0	1999		3004	123	5	1	2024-02-17
313169	5	0	1021		3102	links	0	1999		3004	103	4	1	2024-02-17
313169	6	0	1022		3102	rechts	0	1999		3004	123	5	1	2024-02-17
313169	7	0	1031		3103		0	1999		3004	212	5	1	2024-02-17
313170	1	0	1002		3100	links	0	1999		3004	54	2	1	2024-02-17
313170	2	0	1001		3100	mitte	0	1999		3004	74	3	1	2024-02-17
313170	3	0	1003		3100	rechts	0	1999		3004	103	4	1	2024-02-17
313170	4	0	1012		3101	links	0	1999		3004	54	2	1	2024-02-17
313170	5	0	1011		3101	mitte	0	1999		3004	74	3	1	2024-02-17
313170	6	0	1013		3101	rechts	0	1999		3004	103	4	1	2024-02-17
313170	7	0	1022		3102	links	0	1999		3004	54	2	1	2024-02-17
313170	8	0	1021		3102	mitte	0	1999		3004	74	3	1	2024-02-17
313170	9	0	1023		3102	rechts	0	1999		3004	103	4	1	2024-02-17
313170	10	0	1032		3103	rechts	0	1999		3004	81	2	1	2024-02-17
313170	11	0	1031		3103	links	0	1999		3004	126	4	1	2024-02-17
313171	1	0			3103		0	1999		3004	250	8	1	2024-02-17
313171	2	0			3103		0	1999		3004	195	5	1	2024-02-17
313173	1	0	1		3100	links	1	1999	2022	3007	145	5	1	2024-02-17
313173	2	0	2		3100	rechts	1	1999	2022	3007	145	5	1	2024-02-17
313173	3	0	3		3101	links	0	1999	2022	3007	130	4	1	2024-02-17
313173	4	0	4		3101	rechts	0	1999	2022	3007	130	4	1	2024-02-17
313173	5	0			3102		0	1999	2022	3007	180	4	1	2024-02-17
313173	6	0			3103		0	1999	2022	3007	50	1	1	2024-02-17
313174	1	0			3100		1	1999	2022	3007	250	7	1	2024-02-17
313175	1	0			3100		1	1999	2022	3007	260	7	1	2024-02-17
313176	1	0			3100		1	1999	2016	3007	160	6	1	2024-02-17
313177	1	0			3100		1	1999	2022	3007	140	5	1	2024-02-17
313178	1	0			3101		1	1999	2022	3007	140	5	1	2024-02-17
313178	2	0			3103		0	1999	2022	3007	50	2	1	2024-02-17
313179	1	0			3101		0	1999		3004	95	4	1	2024-02-17
313179	2	0			3102		1	1999		3004	130	6	1	2024-02-17
313180	1	0			3100		0	1999		3004	60	3	1	2024-02-17
313180	2	0			3101		0	1999		3004	60	3	1	2024-02-17
313181	1	0			3100		0	1999		3004	50	2	1	2024-02-17
313181	2	0			3101		1	1999		3004	100	4	1	2024-02-17
313182	1	0	1001		3100		0	1999		3004	80	3	1	2024-02-17
313182	2	0	1011		3101		0	1999		3004	80	3	1	2024-02-17
313182	3	0	1021		3103		0	1999		3004	80	3	1	2024-02-17
313183	1	0			3101		0	1999		3004	100	4	1	2024-02-17
313183	2	0			3102		0	1999		3004	100	4	1	2024-02-17
313183	3	0			3103		0	1999		3004	100	4	1	2024-02-17
313184	1	0			3101		0	1999		3004	80	4	1	2024-02-17
313184	2	0			3102		0	1999		3004	80	4	1	2024-02-17
313184	3	0			3103		0	1999		3004	70	3	1	2024-02-17
313185	1	0			3101		0	1999		3004	80	3	1	2024-02-17
313185	2	0			3102		0	1999		3004	70	3	1	2024-02-17
313186	5	0			3101	links	0	1999		3004	110	4	1	2024-02-17
313186	6	0			3101	rechts	0	1999		3004	110	4	1	2024-02-17
313186	7	0			3102	rechts	1	1999		3004	140	4	1	2024-02-17
313186	8	0			3102	links	1	1999		3004	170	6	1	2024-02-17
313187	1	0			3102		0	1999		3004	150	5	1	2024-02-17
313187	2	0			3101	links	0	1999		3004	85	3	1	2024-02-17
313187	3	0			3101	rechts	0	1999		3004	85	3	1	2024-02-17
313187	4	0			3102		0	1999		3004	75	3	1	2024-02-17
313187	5	0			3102		0	1999		3004	25	1	1	2024-02-17
313188	1	0	10202		3102		0	1999	2009	3007	98	4	1	2024-02-17
313188	2	0	10303		3103		0	1999	2009	3007	85	3	1	2024-02-17
313188	3	0	10101		3101		0	1999	2009	3007	98	4	1	2024-02-17
313189	1	0			3101		1	1999		3004	200	5	1	2024-02-17
313189	2	0			3103		0	1999		3004	100	3	1	2024-02-17
313190	1	0			3100		1	1999		3004	160	6	1	2024-02-17
313191	1	0			3101		0	1999		3004	70	3	1	2024-02-17
313192	1	0			3101		0	1999		3004	90	3	1	2024-02-17
