EGID	EWID	EDID	WHGNR	WEINR	WSTWK	WBEZ	WMEHRG	WBAUJ	WABBJ	WSTAT	WAREA	WAZIM	WKCHE	WEXPDAT
310001	1	0			3101		0	1999	2014	3007	90	4	1	2024-02-17
310001	2	0			3102		0	1999	2014	3007	90	4	1	2024-02-17
310001	3	0			3102		0	1999	2014	3007	70	3	1	2024-02-17
310001	4	0			3103	links	0	1999	2014	3007	70	3	1	2024-02-17
310001	5	0			3103	rechts	0	1999	2014	3007	75	3	1	2024-02-17
310002	1	0			3100		0	1999	1999	3007	80	4	1	2024-02-17
310002	2	0			3101		0	1999	1999	3007	80	4	1	2024-02-17
310002	3	0			3102		0	1999	1999	3007	80	4	1	2024-02-17
310003	1	0	2		3104		0	1999		3004	80	3	1	2024-02-17
310003	2	0	1		3103		0	1999		3004	80	3	1	2024-02-17
310004	1	0	Hotelzimmer4		3101		0	1999		3004	10	1	1	2024-02-17
310004	2	0			3102	mitte	0	1999		3004	104	3	1	2024-02-17
310004	3	0			3103	mitte	0	1999		3004	50	2	1	2024-02-17
310004	4	0	Hotelzimmer6		3101	links aussen	0	1999		3004	10	1	1	2024-02-17
310004	5	0			3101	rechts	0	1999		3004	60	2	1	2024-02-17
310004	6	0	Hotelzimmer3		3101	rechts aussen	0	1999		3004	10	1	1	2024-02-17
310004	7	0	Hotelzimmer5		3101	links	0	1999		3004	10	1	1	2024-02-17
310004	8	0	Hotelzimmer2		3101	mitte	0	1999		3004	10	1	1	2024-02-17
310004	9	0	Hotelzimmer7		3101		0	1999		3004	10	1	1	2024-02-17
310004	10	0	Hotelzimmer1		3101		0	1999		3004	10	1	1	2024-02-17
310004	11	0			3101	Mitte Mitte	0	1999		3004	100	4	1	2024-02-17
310005	1	0			3100		1	1999		3004	200	13	1	2024-02-17
310006	1	0	1		3101		0	1999		3004	110	4	1	2024-02-17
310006	2	0	2		3102		0	1999		3004	110	4	1	2024-02-17
310006	4	0			3100	mitte	0	1999		3004	40	2	1	2024-02-17
310007	1	0	1		3100		1	1999		3004	120	4	1	2024-02-17
310008	1	0	1		3101		0	1999		3004	60	3	1	2024-02-17
310008	2	0	2		3102		1	1999		3004	170	7	1	2024-02-17
310009	1	0	1001		3100		0	1999		3004	60	3	1	2024-02-17
310009	2	0	1011		3101		0	1999		3004	60	3	1	2024-02-17
310009	3	0	1021		3102		0	1999		3004	68	4	1	2024-02-17
310010	1	0	2001		3100		0	1999		3004	50	2	1	2024-02-17
310010	2	0	2011		3101		0	1999		3004	50	2	1	2024-02-17
310011	1	0						1999	2001	3007				2024-02-17
310011	2	0			3103		0	1999	2001	3007				2024-02-17
310012	1	0			3100	links	0	1999		3004	50	2	1	2024-02-17
310012	2	0			3100	rechts	0	1999		3004	50	2	1	2024-02-17
310012	3	0			3101		0	1999		3004	120	4	1	2024-02-17
310013	1	0	1		3100		0	1999		3004	110	4	1	2024-02-17
310013	2	0	2		3101		0	1999		3004	110	4	1	2024-02-17
310013	3	0	3		3102		0	1999		3004	110	4	1	2024-02-17
310014	1	0			3102		0	1999		3004	200	6	1	2024-02-17
310014	2	0			3101	Südost	0	2024		3004	133	3	1	2024-02-17
310014	3	0			3100	Südwest	0	2024		3004	65	2	1	2024-02-17
310014	4	0			3101	Nord	0	2024		3004	17	1	1	2024-02-17
310014	5	0			3101	Südwest	0	2024		3004	129	4	1	2024-02-17
310014	6	0			3100	Nordwest	0	2024		3004	53	1	1	2024-02-17
310015	1	0			3100		1	1999		3004	64	3	1	2024-02-17
310015	2	0			3101		0	1999		3004	64	2	1	2024-02-17
310015	3	0			3102	West	0	2019		3004	80	3	1	2024-02-17
310016	1	0			3100		1	1999		3004	120	6	1	2024-02-17
310017	1	0			3102		1	1999		3004	35	3	1	2024-02-17
310017	2	0			3101		0	1999		3004	50	3	1	2024-02-17
310017	3	0			3102		0	1999		3004	30	2	1	2024-02-17
310018	1	0			3100		1	1999	2021	3007	80	4	1	2024-02-17
310019	1	0	B		3101		0	1999		3004	80	4	1	2024-02-17
310019	2	0	C		3101		0	1999		3004	80	4	1	2024-02-17
310019	3	0	D		3101		0	1999		3004	80	4	1	2024-02-17
310019	4	0	E		3101		0	1999		3004	80	4	1	2024-02-17
310019	5	0	1		3100	links	0	1999		3004	53	1	1	2024-02-17
310019	6	0	2		3100	rechts	0	1999		3004	27	1	1	2024-02-17
310019	7	0	F		3101		0	1999		3004	80	4	1	2024-02-17
310019	8	0	A		3101		0	1999		3004	60	3	1	2024-02-17
310020	1	0			3101		0	1999		3004	116	4	1	2024-02-17
310020	2	0			3102		0	1999		3004	126	4	1	2024-02-17
310021	1	0	1001		3100	mitte	0	1999		3004	74	2	1	2024-02-17
310021	2	0	1011		3101	links	0	1999		3004	66	2	1	2024-02-17
310021	3	0	1012		3101	rechts	0	1999		3004	63	2	1	2024-02-17
310021	4	0	1021		3102	mitte	0	1999		3004	132	4	1	2024-02-17
310021	5	0	1022		3103	mitte	0	1999		3004	129	4	1	2024-02-17
310022	1	0	1001		3100		0	1999	2020	3007	75	3	1	2024-02-17
310022	2	0	1011		3101		0	1999	2020	3007	75	4	1	2024-02-17
310022	3	0	1021		3102		0	1999	2020	3007	73	4	1	2024-02-17
310023	1	0			3100		1	1999		3004	300	12	1	2024-02-17
310024	1	0			3101		1	1999		3004	150	5	1	2024-02-17
310025	1	0			3100		0	1999	2002	3007	85	4	1	2024-02-17
310026	1	0			3101		1	1999	2002	3007	60	4	1	2024-02-17
310026	2	0			3102		0	1999	2002	3007			1	2024-02-17
310027	1	0			3101		0	1999	2002	3007	20	1	1	2024-02-17
310027	2	0			3101		0	1999	2002	3007	20	1	1	2024-02-17
310027	3	0			3101		0	1999	2002	3007	20	1	1	2024-02-17
310027	4	0			3101		0	1999	2002	3007	20	1	1	2024-02-17
310027	5	0			3100		0	1999	2002	3007	20	1	1	2024-02-17
310027	6	0			3100		0	1999	2002	3007	20	1	1	2024-02-17
310028	1	0			3100		0	1999	2010	3007	140	5	1	2024-02-17
310029	1	0	1301		3103		0	1999		3004	106	3	1	2024-02-17
310029	2	0	1303		3103		0	1999		3004	98	3	1	2024-02-17
310029	3	0	1302		3103		0	1999		3004	143	4	1	2024-02-17
310029	4	0	1304		3103		0	1999		3004	112	4	1	2024-02-17
310029	5	0	1401		3104		0	1999		3004	120	4	1	2024-02-17
310029	6	0	1402		3104		0	1999		3004	150	5	1	2024-02-17
310030	2	0			3101		0	1999	2005	3007	100	5	1	2024-02-17
310030	3	0			3102		0	1999	2005	3007	100	5	1	2024-02-17
310031	2	0			3101		1	1999	2005	3007	150	4	1	2024-02-17
310032	1	0			3100		0	1999	2005	3007	30	1	1	2024-02-17
310032	2	0			3101		0	1999	2005	3007				2024-02-17
310032	3	0			3101		0	1999	2005	3007	85	3	1	2024-02-17
310032	4	0			3102		0	1999	2005	3007	110	4	1	2024-02-17
310033	1	0			3100		0	1999		3004	80	3	1	2024-02-17
310033	2	0			3101		1	1999		3004	110	5	1	2024-02-17
310034	1	0	1		3101		1	1999		3004	90	4	1	2024-02-17
310035	1	0			3101		1	1999		3004	120	5	1	2024-02-17
310036	1	0	2		3101		0	1999		3004	55	1	1	2024-02-17
310036	2	0	1		3100		0	1999		3004	55	1	1	2024-02-17
310036	3	0	4		3102		1	1999		3004	170	6	1	2024-02-17
310036	4	0	3		3102		0	1999		3004	70	2	1	2024-02-17
310037	2	0	1		3100		1	1999		3004	100	4	1	2024-02-17
310037	3	0	3		3103		0	1999		3004	55	1	1	2024-02-17
310037	4	0	2		3102		0	1999		3004	70	2	1	2024-02-17
310037	5	0	4		3103	rechts	0	1999		3004	55	1	1	2024-02-17
310037	6	0			3102	mitte	0	1999		3004	30	1	1	2024-02-17
310038	1	0			3101		0	1999		3004	70	4	1	2024-02-17
310039	1	0	1001		3101	rechts	0	1999		3004	90	3	1	2024-02-17
310039	2	0	1002		3101	links	0	1999		3004	90	3	1	2024-02-17
310039	3	0	2001		3102	rechts	0	1999		3004	90	3	1	2024-02-17
310039	4	0	2002		3102	links	0	1999		3004	70	2	1	2024-02-17
310039	5	0	3001		3103	rechts	0	1999		3004	70	2	1	2024-02-17
310039	6	0	3002		3103	links	0	1999		3004	90	3	1	2024-02-17
310040	1	0	1001		3101	links	0	1999		3004	80	3	1	2024-02-17
310040	2	0	1002		3101	rechts	0	1999		3004	80	3	1	2024-02-17
310040	3	0	1003		3102	links	0	1999		3004	80	3	1	2024-02-17
310040	4	0	1004		3102	rechts	0	1999		3004	80	3	1	2024-02-17
310041	1	0			3103		0	1999	2008	3007	65	3	1	2024-02-17
310042	1	0			3101		0	1999	2008	3007	90	3	1	2024-02-17
310042	2	0			3102		0	1999	2008	3007	90	3	1	2024-02-17
310042	3	0			3100		0	1999	2008	3007	90	3	1	2024-02-17
310043	1	0			3100		0	1999	2008	3007		4	1	2024-02-17
310043	3	0						1999	2008	3007				2024-02-17
310044	3	0						1999	2008	3007	25		1	2024-02-17
310044	4	0						1999	2008	3007	25		1	2024-02-17
310044	5	0						1999	2008	3007	25		1	2024-02-17
310045	1	0			3101		1	1999	2008	3007	100	4	1	2024-02-17
310045	2	0			3102		1	1999	2008	3007	75	3	1	2024-02-17
310046	1	0			3101		0	1999	2000	3007	160	4	1	2024-02-17
310047	1	0			3101		0	1999	2000	3007	120	4	1	2024-02-17
310047	2	0			3103		0	1999	2000	3007	120	4	1	2024-02-17
310047	3	0			3102		0	1999	2000	3007	120	4	1	2024-02-17
310048	1	0			3103		0	1999	2000	3007	80	4	1	2024-02-17
310049	1	0						1999	2000	3007				2024-02-17
310049	2	0						1999	2000	3007				2024-02-17
310049	3	0						1999	2000	3007				2024-02-17
310049	4	0						1999	2000	3007				2024-02-17
310050	1	0			3100		0	1999	2000	3007	92	3	1	2024-02-17
310050	2	0			3101		0	1999	2000	3007	92	3	1	2024-02-17
310050	3	0			3102		0	1999	2000	3007	92	3	1	2024-02-17
310051	1	0			3100		0	1999	2007	3007	93	5		2024-02-17
310052	1	0			3100		1	1999	1999	3007	120	8	1	2024-02-17
310053	1	0			3101		0	1999	2018	3007	90	4	1	2024-02-17
310053	2	0			3102		1	1999	2018	3007	135	6	1	2024-02-17
310054	1	0	1		3101		0	1999	2018	3007	98	4	1	2024-02-17
310054	2	0	2		3101		0	1999	2018	3007	65	3	1	2024-02-17
310054	3	0	3		3102		0	1999	2018	3007	65	3	1	2024-02-17
310054	4	0	4		3102		0	1999	2018	3007	48	2	1	2024-02-17
310055	1	0			3101		0	1999		3004	90	3	1	2024-02-17
310055	2	0			3102		1	1999		3004	130	7	1	2024-02-17
310056	1	0	1		3101	links	0	1999		3004	70	2	1	2024-02-17
310056	2	0	2		3101	mitte	0	1999		3004	70	2	1	2024-02-17
310056	3	0	3		3101	rechts	0	1999		3004	70	2	1	2024-02-17
310056	7	0	4		3102	links	0	1999		3004	90	3	1	2024-02-17
310056	9	0	5		3102	mitte	0	1999		3004	90	3	1	2024-02-17
310056	10	0	7		3103	mitte	0	1999		3004	90	3	1	2024-02-17
310056	11	0	6		3102	rechts	0	1999		3004	90	3	1	2024-02-17
310056	12	0	9		3103	rechts	0	1999		3004	90	3	1	2024-02-17
310056	13	0	8		3103	links	0	1999		3004	90	3	1	2024-02-17
310056	14	0	10		3101	links	0	1999		3004	70	2	1	2024-02-17
310057	3	0	1		3103	rechts	0	1999		3004	140	5	1	2024-02-17
310057	4	0	2		3103	links	0	1999		3004	110	4	1	2024-02-17
310058	2	0			3102		0	1999		3004	90	3	1	2024-02-17
310058	3	0			3103		1	1999		3004	113	4	1	2024-02-17
310059	1	0	8		3100		0	1999		3004	185	5	1	2024-02-17
310059	2	0	5		3101		0	1999		3004	101	4	1	2024-02-17
310059	3	0	4		3101		0	1999		3004	72	2	1	2024-02-17
310059	4	0	9		3101		0	1999		3004	185	5	1	2024-02-17
310059	5	0	10		3102		0	1999		3004	185	5	1	2024-02-17
310059	6	0	11		3103		0	1999		3004	143	4	1	2024-02-17
310059	7	0	6		3102		1	1999		3004	86	3	1	2024-02-17
310059	8	0	7		3102		0	1999		3004	110	4	1	2024-02-17
310060	1	0	1021		3102		0	1999		3004	90	3	1	2024-02-17
310060	4	0	1001		3100		0	1999		3004	90	3	1	2024-02-17
310060	8	0	1002		3100		0	1999		3004	55	1	1	2024-02-17
310060	9	0	1011		3101		0	1999		3004	90	3	1	2024-02-17
310060	10	0	1012		3101		0	1999		3004	70	2	1	2024-02-17
310060	11	0	1022		3102		0	1999		3004	70	2	1	2024-02-17
310061	1	0	1		3102	mitte	1	1999		3004	115	4	1	2024-02-17
310061	2	0			3101	mitte	1	1999		3004	115	4	1	2024-02-17
310062	2	0			3102	mitte	0	1999		3004	67	4	1	2024-02-17
310062	3	0			3101	mitte	0	1999		3004	67	4	1	2024-02-17
310063	1	0			3101		0	1999	2010	3007	80	3	1	2024-02-17
310063	2	0			3102		0	1999	2010	3007	80	3	1	2024-02-17
310063	3	0			3103		0	1999	2010	3007	50	2	1	2024-02-17
310064	1	0	1		3101		0	1999		3004	117	4	1	2024-02-17
310064	2	0	2		3102		0	1999		3004	117	4	1	2024-02-17
310064	3	0	3		3103		0	1999		3004	90	3	1	2024-02-17
310065	1	0	2		3100		0	1999		3004	90	3	1	2024-02-17
310065	2	0	1		3401		0	1999		3004	55	1	1	2024-02-17
310065	3	0	3		3101		0	1999		3004	90	3	1	2024-02-17
310066	1	0			3100		0	1999		3004	66	3	1	2024-02-17
310066	2	0			3101		0	1999		3004	100	4	1	2024-02-17
310067	1	0	1		3100		0	1999		3004	90	4	1	2024-02-17
310067	2	0	2		3101		0	1999		3004	90	4	1	2024-02-17
310067	3	0	3		3102		0	1999		3004	50	2	1	2024-02-17
310068	1	0			3100		0	1999	2023	3007	50	1	1	2024-02-17
310068	2	0			3100		1	1999	2023	3007	250	5	1	2024-02-17
310069	1	0			3100		0	1999	2017	3007	80	3	1	2024-02-17
310069	2	0			3101		0	1999	2017	3007	80	3	1	2024-02-17
310070	1	0			3100		1	1999	2015	3007	160	7	1	2024-02-17
310071	1	0			3100		0	1999		3004	60	3	1	2024-02-17
310071	2	0			3101		0	1999		3004	60	3	1	2024-02-17
310072	1	0	3		3102		0	1999		3004	104	3	1	2024-02-17
310072	2	0	1		3100		0	1999		3004	114	4	1	2024-02-17
310072	3	0	2		3101		0	1999		3004	114	4	1	2024-02-17
310073	1	0			3103		0	1999		3004	60	2	1	2024-02-17
310073	2	0			3102		0	1999		3004	60	2	1	2024-02-17
310073	3	0			3101		0	1999		3004	60	2	1	2024-02-17
310074	1	0			3100		1	1999		3004	120	3	1	2024-02-17
310075	1	0			3100		1	1999		3004	90	3	1	2024-02-17
310076	1	0			3100		1	1999		3004	150	7	1	2024-02-17
310077	1	0			3100		1	1999	2006	3007	200	8	1	2024-02-17
310078	1	0			3101		0	1999	2007	3007	71	4	1	2024-02-17
310078	2	0			3100		0	1999	2007	3007	90	5	1	2024-02-17
310079	1	0	3		3102	mitte	1	1999		3004	216	5	1	2024-02-17
310079	2	0	1		3101	mitte	0	1999		3004	117	4	1	2024-02-17
310079	3	0	2		3102	mitte	0	1999		3004	66	2	1	2024-02-17
310080	1	0			3100		1	1999	2006	3007		3	1	2024-02-17
310081	1	0	1		3102	links	0	1999		3004	133	5	1	2024-02-17
310081	2	0			3101	rechts	0	2013		3004	77	3	1	2024-02-17
310082	1	0	1		3101		0	1999		3004	90	3	1	2024-02-17
310082	2	0	2		3101		0	1999		3004	90	4	1	2024-02-17
310082	3	0	3		3102		0	1999		3004	95	4	1	2024-02-17
310083	1	0			3101		0	1999		3004	60	3	1	2024-02-17
310084	1	0	1001		3100		0	1999		3004	72	4	1	2024-02-17
310084	2	0	1021		3102		0	1999		3004	48	3	1	2024-02-17
310084	3	0	1011		3101		0	1999		3004	48	3	1	2024-02-17
310084	4	0	1002		3100		0	1999		3004	27	1	1	2024-02-17
310084	7	0	1005		3100		0	1999		3004	100	5	1	2024-02-17
310084	8	0	1033		3103		0	1999		3004	81	4	1	2024-02-17
310084	9	0	1013		3101		0	1999		3004	81	4	1	2024-02-17
310084	10	0	1022		3102		0	1999		3004	66	3	1	2024-02-17
310084	11	0	1023		3102		0	1999		3004	81	4	1	2024-02-17
310084	12	0	1031		3103		0	1999		3004	48	3	1	2024-02-17
310084	13	0	1032		3103		0	1999		3004	66	3	1	2024-02-17
310084	14	0	1012		3101		0	1999		3004	66	3	1	2024-02-17
310084	15	0			3104	rechts	0	2015		3004	69	2	1	2024-02-17
310084	16	0			3104	links	0	2015		3004	57	2	1	2024-02-17
310085	1	0	1012		3101		0	1999		3004	45	2	1	2024-02-17
310085	2	0	1042		3104		0	1999		3004	33	1	1	2024-02-17
310085	3	0	1041		3104		0	1999		3004	60	3	1	2024-02-17
310085	4	0	1021		3102		0	1999		3004	75	4	1	2024-02-17
310085	5	0	1034		3103		1	1999		3004	140	6	1	2024-02-17
310085	6	0	1033		3103		0	1999		3004	45	2	1	2024-02-17
310085	7	0	1032		3103		0	1999		3004	60	3	1	2024-02-17
310085	8	0	1031		3103		0	1999		3004	75	4	1	2024-02-17
310085	9	0	1023		3102		0	1999		3004	60	3	1	2024-02-17
310085	10	0	1024		3102		0	1999		3004	75	4	1	2024-02-17
310085	11	0	1013		3101		0	1999		3004	60	3	1	2024-02-17
310085	12	0	1011		3101		0	1999		3004	90	5	1	2024-02-17
310085	13	0	1022		3102		0	1999		3004	60	3	1	2024-02-17
310085	14	0	1014		3101		0	1999		3004	75	4	1	2024-02-17
310086	1	0	10102		3101		0	1999		3004	98	4	1	2024-02-17
310086	2	0	10103		3101		0	1999		3004	22	1	1	2024-02-17
310086	3	0	10104		3101		0	1999		3004	22	1	1	2024-02-17
310086	4	0	10105		3101		0	1999		3004	53	2	1	2024-02-17
310086	5	0	10206		3102		0	1999		3004	98	4	1	2024-02-17
310086	6	0	10311		3103		0	1999		3004	23	1	1	2024-02-17
310086	7	0	10313		3103		0	1999		3004	53	2	1	2024-02-17
310086	8	0	10414		3104		0	1999		3004	98	4	1	2024-02-17
310086	9	0	10209		3102		0	1999		3004	22	1	1	2024-02-17
310086	10	0	10207		3102		0	1999		3004	22	1	1	2024-02-17
310086	11	0	10208		3102		0	1999		3004	53	2	1	2024-02-17
310086	12	0	10310		3103		0	1999		3004	98	4	1	2024-02-17
310086	13	0	10312		3103		0	1999		3004	22	1	1	2024-02-17
310086	14	0	10415		3104		0	1999		3004	70	3	1	2024-02-17
310087	1	0	1006		3104		1	1999		3004	200	2	1	2024-02-17
310087	2	0	1007		3104		0	1999		3004	100	5	1	2024-02-17
310087	3	0	1008		3104		1	1999		3004	80	4	1	2024-02-17
310087	4	0	1009		3104		0	1999		3004	100	5	1	2024-02-17
310088	4	0	1504		3101		0	1999		3004	130	4	1	2024-02-17
310088	5	0	1507		3102		0	1999		3004	165	5	1	2024-02-17
310088	6	0	1510		3103		0	1999		3004	165	4	1	2024-02-17
310088	7	0	1509		3103		0	1999		3004	34	1	1	2024-02-17
310088	8	0	1511		3103		0	1999		3004	80	2	1	2024-02-17
310088	9	0	1512		3103		0	1999		3004	130	4	1	2024-02-17
310088	10	0	1513		3104		0	1999		3004	200	6	1	2024-02-17
310088	11	0	1506		3102		0	1999		3004	34	1	1	2024-02-17
310088	12	0	1508		3102		0	1999		3004	80	2	1	2024-02-17
310088	13	0	1505		3102		0	1999		3004	130	4	1	2024-02-17
310088	14	0	1503		3101		0	1999		3004	165	5	1	2024-02-17
310088	15	0	1502		3101		0	1999		3004	34	1	1	2024-02-17
310088	16	0	1501		3101		0	1999		3004	34	1	1	2024-02-17
310089	1	0	1		3101		0	1999		3004	90	3	1	2024-02-17
310089	2	0	2		3102		0	1999		3004	90	3	1	2024-02-17
310089	3	0	3		3103		0	1999		3004	100	4	1	2024-02-17
310090	1	0	1		3101		0	1999		3004	95	5	1	2024-02-17
310090	2	0	2		3102		0	1999		3004	95	5	1	2024-02-17
310090	3	0	3		3103	links	0	1999		3004	50	2	1	2024-02-17
310090	4	0	4		3103	rechts	0	1999		3004	120	4	1	2024-02-17
310091	1	0	1		3101	links	0	1999		3004	50	3	1	2024-02-17
310091	2	0	2		3102	links	0	1999		3004	50	3	1	2024-02-17
310091	3	0	3		3102	rechts	0	1999		3004	55	3	1	2024-02-17
310091	4	0	4		3103	links	0	1999		3004	50	3	1	2024-02-17
310091	5	0	5		3103	rechts	0	1999		3004	55	3	1	2024-02-17
310092	1	0			3401		0	1999		3004	35	1	1	2024-02-17
310092	3	0			3101		0	1999		3004	60	2	1	2024-02-17
310092	4	0			3101		0	1999		3004	93	3	1	2024-02-17
310092	5	0			3102		1	1999		3004	120	5	1	2024-02-17
310093	1	0	1		3101	mitte	0	1999		3004	100	5	1	2024-02-17
310093	2	0	2		3102	links	0	1999		3004	45	2	1	2024-02-17
310093	3	0	3		3102	rechts	0	1999		3004	45	2	1	2024-02-17
310093	4	0	4		3103	links	0	1999		3004	60	3	1	2024-02-17
310093	5	0	5		3103	rechts	0	1999		3004	60	3	1	2024-02-17
310093	7	0			3103	mitte	0	1999		3004	25	1	0	2024-02-17
310095	1	0			3103	mitte	0	1999		3004	70	2	1	2024-02-17
310095	2	0			3102	Mitte links	0	1999		3004	20	1	1	2024-02-17
310095	3	0			3102	rechts	0	1999		3004	20	1	1	2024-02-17
310095	4	0			3101	links	0	1999		3004	50	2	1	2024-02-17
310095	5	0			3101	rechts	0	1999		3004	20	1	1	2024-02-17
310095	6	0			3101	mitte	0	1999		3004	20	1	1	2024-02-17
310095	7	0			3101	Mitte links	0	1999		3004	20	1	1	2024-02-17
310095	8	0			3102	links	0	1999		3004	50	1	1	2024-02-17
310095	9	0			3102	mitte	0	1999		3004	20	1	1	2024-02-17
310096	1	0	3001		3101	links	0	1999		3004	125	5	1	2024-02-17
310096	2	0	3002		3101	rechts	0	1999		3004	75	4	1	2024-02-17
310096	5	0	3003		3102	links	0	1999		3004	125	5	1	2024-02-17
310096	6	0			3102	rechts	0	1999		3004	47	2	1	2024-02-17
310096	7	0			3100	links	0	1999		3004	125	5	1	2024-02-17
310096	8	0			3100	rechts	0	1999		3004	75	4	1	2024-02-17
310097	1	0	2004		3102		1	1999		3004	200	8	1	2024-02-17
310097	2	0	2005		3103		0	1999		3004	96	3	1	2024-02-17
310098	1	0			3100		1	1999		3004	165	9	1	2024-02-17
310099	1	0	1		3100		0	1999		3004	75	4	1	2024-02-17
310099	2	0	2		3101		0	1999		3004	75	4	1	2024-02-17
310099	3	0	3		3102		0	1999		3004	75	4	1	2024-02-17
310099	4	0	4		3103		0	1999		3004	70	3	1	2024-02-17
310100	1	0			3100		0	1999	1999	3007	68	3	1	2024-02-17
310100	2	0			3101		0	1999	1999	3007	68	3	1	2024-02-17
310100	3	0			3102		0	1999	1999	3007	39	2	1	2024-02-17
310101	1	0			3100		0	1999	1999	3007	95	3	1	2024-02-17
310102	1	0			3100		1	1999	2018	3007	80	4	1	2024-02-17
310103	1	0			3101		0	1999	2018	3007	75	2	1	2024-02-17
310103	2	0			3102		0	1999	2018	3007	50	2	1	2024-02-17
310103	3	0			3103		0	1999	2018	3007	50	2	1	2024-02-17
310103	4	0			3100		0	1999	2018	3007	90	4	1	2024-02-17
310104	1	0			3100		0	1999	2018	3007	80	2	1	2024-02-17
310105	1	0			3100		0	1999		3004	90	4	1	2024-02-17
310105	2	0			3101		0	1999		3004	90	4	1	2024-02-17
310106	1	0			3100		0	1999		3004	80	3	1	2024-02-17
310106	2	0			3101	mitte	0	1999		3004	80	3	1	2024-02-17
310106	3	0			3102	mitte	0	1999		3004	80	3	1	2024-02-17
310107	1	0			3100		1	1999		3004	140	4	1	2024-02-17
310108	1	0			3100		1	1999	2010	3007	90	5	1	2024-02-17
310109	1	0			3100		1	1999		3004	95	4	1	2024-02-17
310110	1	0			3100	mitte	0	1999		3004	30	1	1	2024-02-17
310110	2	0			3100	rechts	0	1999		3004	90	3	1	2024-02-17
310110	3	0			3100	links	0	1999		3004	90	3	1	2024-02-17
310110	4	0			3101	rechts	0	1999		3004	90	3	1	2024-02-17
310110	5	0			3101	mitte	0	1999		3004	50	2	1	2024-02-17
310110	6	0			3101	links	0	1999		3004	90	3	1	2024-02-17
310110	7	0			3102	mitte	0	1999		3004	50	2	1	2024-02-17
310110	8	0			3102	rechts	0	1999		3004	90	3	1	2024-02-17
310110	9	0			3102	links	0	1999		3004	90	3	1	2024-02-17
310110	10	0			3103	rechts	0	1999		3004	90	3	1	2024-02-17
310110	11	0			3103	mitte	0	1999		3004	50	2	1	2024-02-17
310110	12	0			3103	links	0	1999		3004	90	3	1	2024-02-17
310110	13	0			3104	rechts	0	1999		3004	90	3	1	2024-02-17
310110	14	0			3104	mitte	0	1999		3004	50	2	1	2024-02-17
310110	15	0			3104	links	0	1999		3004	90	3	1	2024-02-17
310110	16	0			3105	rechts	0	1999		3004	90	3	1	2024-02-17
310110	17	0			3105	mitte	0	1999		3004	50	2	1	2024-02-17
310110	18	0			3105	links	0	1999		3004	90	3	1	2024-02-17
310111	1	0	7		3102	links	0	1999		3004	68	3	1	2024-02-17
310111	2	0	6		3101	links	0	1999		3004	71	3	1	2024-02-17
310111	3	0	8		3102	mitte	0	1999		3004	46	2	1	2024-02-17
310111	4	0	9		3102	rechts	0	1999		3004	71	3	1	2024-02-17
310111	5	0	16		3105	links	0	1999		3004	68	3	1	2024-02-17
310111	6	0	10		3103	links	0	1999		3004	68	3	1	2024-02-17
310111	7	0	12		3103	rechts	0	1999		3004	71	3	1	2024-02-17
310111	8	0	13		3104	links	0	1999		3004	68	3	1	2024-02-17
310111	9	0	14		3104	mitte	0	1999		3004	46	2	1	2024-02-17
310111	10	0	15		3104	rechts	0	1999		3004	71	3	1	2024-02-17
310111	11	0	17		3105	mitte	0	1999		3004	46	2	1	2024-02-17
310111	12	0	18		3105	rechts	0	1999		3004	71	3	1	2024-02-17
310111	13	0	11		3103	mitte	0	1999		3004	46	2	1	2024-02-17
310111	14	0	4		3101	links	0	1999		3004	68	3	1	2024-02-17
310111	15	0	3		3100	rechts	0	1999		3004	68	3	1	2024-02-17
310111	16	0			3100		0	1999		3004	30	1	1	2024-02-17
310111	17	0	1		3100	links	0	1999		3004	98	4	1	2024-02-17
310111	18	0	5		3101	mitte	0	1999		3004	46	2	1	2024-02-17
310112	1	0	5		3101	mitte	0	1999		3004	50	1	1	2024-02-17
310112	2	0	1		3100	links	0	1999		3004	90	3	1	2024-02-17
310112	3	0	3		3100	rechts	0	1999		3004	90	3	1	2024-02-17
310112	4	0	2		3100	mitte	0	1999		3004	50	1	1	2024-02-17
310112	5	0	6		3101	rechts	0	1999		3004	110	4	1	2024-02-17
310112	6	0	9		3102	rechts	0	1999		3004	110	4	1	2024-02-17
310112	7	0	7		3102	links	0	1999		3004	90	3	1	2024-02-17
310112	8	0	8		3102	mitte	0	1999		3004	50	1	1	2024-02-17
310112	9	0	10		3103	links	0	1999		3004	90	3	1	2024-02-17
310112	10	0	4		3101	links	0	1999		3004	90	3	1	2024-02-17
310112	11	0	12		3104	links	0	1999		3004	90	3	1	2024-02-17
310112	12	0	11		3103	Mitte rechts	0	1999		3004	140	5	1	2024-02-17
310112	13	0	13		3104	mitte	0	1999		3004	50	1	1	2024-02-17
310112	14	0	14		3104	rechts	0	1999		3004	110	4	1	2024-02-17
310112	15	0	15		3105	links	0	1999		3004	90	3	1	2024-02-17
310112	17	0	16		3105	Mitte rechts	0	1999		3004	140	5	1	2024-02-17
310112	19	0			3103	rechts	0	1999		3004	140	5	1	2024-02-17
310112	20	0			3105	rechts	0	1999		3004	140	5	1	2024-02-17
310113	1	0	4		3101	links	0	1999		3004	67	3	1	2024-02-17
310113	2	0	10		3103	links	0	1999		3004	67	3	1	2024-02-17
